date,endDate,incompleteResultLabel,resultId,device,Q1AGEB,Q2Distrito electoral local,Q3Numero encuestador,"Q4En comparacion con el ano pasado, Diria usted que su situacion economica personal ha mejorado, ha empeorado o sigue igual? (Aclaracion: situación de lo que va de 2023 con respecto a 2022)","Q5Con el total del ingreso familiar, usted diria que...? (En 2023)","Q6En su familia, hay por lo menos 1 o mas estudiantes de CUALQUIER nivel educativo?","Q7En una escala del 1 al 10, que tan satisfecho esta con la educacion que recibe? EDUCACION BASICA: PRIMARIA Y SECUNDARIA","Q8SOLO SI CONTESTO DEL 1 al 6, por que no se siente satisfecho? EDUCACION BASICA (Si contesto 7 o mas, dejar vacio)",Q9Indique si la escuela BASICA es publica o privada,"Q10En una escala del 1 al 10, que tan satisfecho esta con la educacion que recibe? EDUCACION MEDIA","Q11SOLO SI CONTESTO DEL 1 al 6, por que no se siente satisfecho? EDUCACION MEDIA (Si contesto 7 o mas, dejar vacio)",Q12Indique si la escuela MEDIA es publica o privada,"Q13En una escala del 1 al 10, que tan satisfecho esta con la educacion que recibe? EDUCACION SUPERIOR","Q14SOLO SI CONTESTO DEL 1 al 6, por que no se siente satisfecho? EDUCACION MEDIA (Si contesto 7 o mas, dejar vacio)",Q15Indique si la escuela SUPERIOR es publica o privada,"Q16.1Actividades dentro del hogar (internet, tv, radio, lectura, ejercicio, videojuegos, etc.)",Q16.2Fue a un parque o estuvo en contacto con la naturaleza,Q16.3Visito un centro y/o plaza comercial,Q16.4Visito las segundas y/o bazares,"Q16.5Fue a una cantina, bar o antro",Q16.6Fue al cine,Q16.7Asistio a una biblioteca,Q16.8Asistio a un concierto o espectaculo de musica,"Q16.9Asistio a una feria, fiesta popular o festividad religiosa","Q16.10Asistio a un museo, galeria o casa de cultura",Q16.11Vio un espectaculo de teatro o danza (artes escenicas),"Q16.12Visito una zona historica o arqueologica, monumentos","Q16.13Asistio a conferencias, conservatorios, coloquios",Q16.14Asistio o participo en un evento deportivo,"Q16.15Realizo ejercicio o actividad fisica (Gym, correr, bicibleta, caminar, etc.)",Q17.1IMSS,Q17.2ISSSTE,Q17.3IMSS Bienestar,Q17.4Medicos de farmacias/genéricos,Q17.5Servicio medico privado/particulares,Q17.6No tiene servicio medico,Q17.7Otro (especifique cuál):,Q17.7.1Other,"Q18Aunque ya menciono cual servicio medico tiene, cual es el que USA? (Al que MAS acude/usa cuando se enferma)",Q18.1.1Other,"Q19En una escala del 1 al 10, que tan satisfecho/a esta en GENERAL con los servicios de salud que recibe del servicio médico que mas USA?","Q20En escala del 1 al 10, que tan satisfecho esta con las INSTALACIONES del servicio medico que usa?","Q21En escala del 1 al 10, que tan satisfecho esta con el TIEMPO QUE TARDA EN SER ATENDIDO del servicio medico que usa?","Q22En escala del 1 al 10, que tan satisfecho está con la DISPONIBILIDAD DE MEDICINAS del servicio médico que usa?","Q23En escala del 1 al 10, que tan satisfecho está con la ATENCION RECIBIDA del servicio medico que usa?","Q24En escala del 1 al 10, que tan satisfecho esta con la CERCANIA CON LOS CENTROS DE SALUD del servicio medico que usa?","Q19En una escala del 1 al 5, que tan satisfecho/a esta en GENERAL con los servicios de salud que recibe del servicio médico que mas USA?","Q20En escala del 1 al 5, que tan satisfecho esta con las INSTALACIONES del servicio medico que usa?","Q21En escala del 1 al 5, que tan satisfecho esta con el TIEMPO QUE TARDA EN SER ATENDIDO del servicio medico que usa?","Q22En escala del 1 al 5, que tan satisfecho está con la DISPONIBILIDAD DE MEDICINAS del servicio médico que usa?","Q23En escala del 1 al 5, que tan satisfecho está con la ATENCION RECIBIDA del servicio medico que usa?","Q24En escala del 1 al 5, que tan satisfecho esta con la CERCANIA CON LOS CENTROS DE SALUD del servicio medico que usa?","Q25En una escala del 1 al 10, que tan satisfecho está con LA CASA EN LA QUE VIVE?","Q26En una escala del 1 al 10, que tan satisfecho esta con LA CALIDAD DE LOS MATERIALES DE LA VIVIENDA?","Q27En una escala del 1 al 10, que tan satisfecho está con EL TAMANO Y ESPACIOS DE LA VIVIENDA?","Q28En una escala del 1 al 10, que tan satisfecho esta con LA ACCESIBILIDAD DE LA UBICACION DE SU VIVIENDA? (Cercania con centros comerciales, trabajo, escuelas, avenidas principales, etc.)","Q29En una escala del 1 al 10, que tan satisfecho esta con el SERVICIO DEL AGUA?","Q30En una escala del 1 al 10, que tan satisfecho esta con el SERVICIO DE DRENAJE Y ALCANTARILLADO?",Q31Cuantos dias a la semana tiene suministro de agua?,"Q32Durante este ano, Interpuso algun reporte relacionado al servicio de agua potable, drenaje o alcantarillado ante la autoridad correspondiente?",Q33El problema fue atendido por la dependencia?,"Q34En una escala del 1 al 10, Que tan satisfecho esta con la solución del problema del agua, drenaje o alcantarillado?","Q35En una escala del 1 al 10, que tan satisfecho esta con el SERVICIO DE Comision Federal de Electricidad (CFE)?",Q36En el último mes que tan frecuentemente se fue la luz en su casa?,"Q37Durante este ano, Interpuso algún reporte relacionado al servicio energía electrica ante la autoridad correspondiente?",Q38El problema fue atendido por la dependencia?,"Q39En una escala del 1 al 10, Que tan satisfecho esta con la solucion del problema del energia electrica?","Q40En una escala del 1 al 10, que tan satisfecho esta con el SERVICIO DE RECOLECCION DE BASURA?",Q41Cuantos dias a la semana tiene servicio de recoleccion de basura? (opciones de 0 a 3),"Q42Durante este ano, Interpuso algun reporte relacionado al servicio recoleccion de basura ante la autoridad correspondiente?",Q43El problema fue atendido por la dependencia?,"Q44En una escala del 1 al 10, Que tan satisfecho esta con la solucion del problema de recoleccion de basura?","Q45En una escala del 1 al 10, Que tan satisfecho se siente con la calidad del servicio de alumbrado publico en la CIUDAD?","Q46En una escala del 1 al 10, que tan satisfecho esta con el SERVICIO DE ALUMBRADO PUBLICO DE SU COLONIA?","Q47En una escala del 1 al 10, Que tan satisfecho se siente con la iluminacion adecuada de vialidades y areas publicas en la ciudad?","Q48Durante este ano, Interpuso algun reporte relacionado al servicio de alumbrado publico ante la autoridad correspondiente?",Q49El problema fue atendido por la dependencia?,"Q50En una escala del 1 al 10, Que tan satisfecho esta con la solucion del problema de alumbrado publico?","Q51En una escala del 1 al 10, .Que tan satisfecho se siente con la calidad de las calles y la pavimentacion?","Q52Durante este ano, Interpuso algun reporte relacionado a baches, calles o pavimentacion ante la autoridad correspondiente?",Q53El problema fue atendido por la dependencia?,"Q54En una escala del 1 al 10, Que tan satisfecho esta con la solucion del problema de calles y pavimentacion?","Q55En una escala del 1 al 10, que tan satisfecho esta con LA SEMAFORIZACION y senales viales?","Q56En una escala del 1 al 10, que tan satisfecho esta con LA DISPONIBILIDAD DE AREAS VERDES Y ESPACIOS PUBLICOS CERCA DE SU CASA?",Q57.1Equipamiento,Q57.2Iluminacion,Q57.3Cuidado (limpieza y mantenimiento),Q57.4Seguridad,"Q58En una escala del 1 al 10, en que estado considera que se encuentran las UNIDADES DEPORTIVAS?","Q59En una escala del 1 al 10, en que estado considera que se encuentran las BIBLIOTECAS?","Q60En una escala del 1 al 10, en que estado considera que se encuentran las CENTROS COMUNITARIOS?","Q61En una escala del 1 al 10, en que estado considera que se encuentran las BANQUETAS?","Q62En una escala del 1 al 10, en que estado considera que se encuentran los ESPACIOS PARA PERSONAS CON DISCAPACIDAD?",Q63En el ultimo ano (2023) con que frecuencia penso en irse de la ciudad?,Q64.1La ciudad en la que vive,Q64.2La colona o fraccionamiento en el que vive,Q64.3Los vecinos que tiene,Q65Mencione un lugar/edificio/monumento que considere emblematico y representativo de Juarez,"Q66Cuantos vehículos de motor hay disponibles en su hogar? Si no tiene ninguno, poner 0)","Q67En su hogar hay algun tipo de bicicletas? (ya sean de niño, adolescente o adulto)",Q68Cuantas bicicletas para NINOS hay disponibles en su hogar? (poner 0 si no se cuenta con ninguna de este tipo),Q69Cuantas bicicletas para ADOLESCENTES hay disponibles en su hogar? (poner 0 si no se cuenta con ninguna de este tipo),Q70Cuantas bicicletas para ADULTOS hay disponibles en su hogar? (poner 0 si no se cuenta con ninguna de este tipo),Q71Usted trabaja o realiza alguna actividad que le genere ingresos?,Q72.1Caminando,Q72.2Bicicleta,Q72.3Autobus escolar,Q72.4Autobus especial (transporte de personal),Q72.5Taxi,Q72.6Uber/Didi/InDriver o cualquier otro servicio por aplicacion,Q72.7Motocicleta,Q72.8Vehículo propio,Q72.9Camión/Rutera,"Q72.10EcoBus (antes ViveBus, BravoBus, Juarez Bus)",Q72.11Otro medio (cual):,Q72.11.1Other,Q73.1Caminando,Q73.2Bicicleta,Q73.3Autobus escolar,Q73.4Autobus especial (transporte de personal),Q73.5Taxi,Q73.6Uber/Didi/InDriver o cualquier otro servicio por aplicacion,Q73.7Motocicleta,Q73.8Vehículo propio,Q73.9Camión/Rutera,"Q73.10EcoBus (antes ViveBus, BravoBus, Juarez Bus)",Q73.11Otro medio (cuál):,Q73.11.1Other,"Q74Usted utiliza el camion o rutera tradicional? (No eco bus, bravo bus, vive bus, juarez bus)","Q75En una escala del 1 al 10, que tan satisfecho esta con la calidad del servicio del camion/rutera?",Q76.1Tiempo de espera de los camiones (tardan en pasar o no pasan),"Q76.2Estado de la unidad (limpieza, asientos, ventanas)",Q76.3Estado de la parada de camión,Q76.4Trato de los choferes,"Q76.5Conducción de la unidad por parte del chofer (van muy rápido, omiten señalamientos)","Q76.6Tarifa (costos muy altos, no respetan descuentos)",Q76.7Otro (especifique):,Q76.7.1Other,Q77Usted utiliza el transporte semimasivo  (BravoBus/EcoBus/ViveBus/Juarez bus)?,"Q78En una escala del 1 al 10, que tan satisfecho esta con la calidad del servicio del BravoBus/EcoBus/ViveBus/Juarez Bus)?",Q79.1Tiempo de espera de los camiones (tardan en pasar o no pasan),"Q79.2Estado de la unidad (limpieza, asientos, ventanas)",Q79.3Estado de la parada de camion,Q79.4Trato de los choferes,"Q79.5Conduccion de la unidad por parte del chofer (van muy rapido, omiten señalamientos)","Q79.6Tarifa (costos muy altos, no respetan descuentos)",Q79.7Otro (especifique):,Q79.7.1Other,Q80Que tanto cree que nosotros los ciudadanos estemos orgullosos de ser o vivir en Ciudad Juarez?,"Q81Para usted, cuales son los 2 problemas mas importantes de Juarez? PROBLEMA #1",Q81.1.1Other,"Q82Para usted, cuales son los 2 problemas mas importantes de Juarez? PROBLEMA #2",Q82.1.1Other,Q83Que tan responsable se siente de ser parte del primer problema que menciono?,"Q84En el ultimo ano (2023), Siente que sus garantias o derechos han sido violentados por alguna autoridad o dependencia gubernamental?",Q85Que autoridad o dependencia gubernamental fue?,"Q86En pocas palabras, en que consistio la violacion a sus derechos?","Q87Por distintos motivos, no todas las personas que habitan en Juarez pueden acceder en condiciones de igualdad a los bienes y servicios, ni tienen las mismas oportunidades en la vida. Como describiría la desigualdad que se vive hoy en dia?",Q88Que institucion contribuye mas a reducir la desigualdad en Juarez? (SELECCIONE LA QUE MAS LO HACE),"Q89En una escala del 1 al 10, que tan satisfecho está con LA CALIDAD DEL AIRE?","Q90En una escala del 1 al 10, que tan satisfecho esta con LA CANTIDAD DE ARBOLES EN LA CIUDAD?","Q91En una escala del 1 al 10, que tan satisfecho esta con LA LIMPIEZA EN LAS CALLES (basura en las calles)?","Q92En una escala del 1 al 10, que tan satisfecho esta con LA CALIDAD DEL AGUA? (CONSIDERAR SI ESTA SUCIA, CONTAMINADA O TIENE MAL SABOR)",Q93Acostumbran separar la basura en organica e inorganica antes de entregarla al camion o dejarla en el contenedor?,"Q94Ademas, acostumbran a separar desperdicios para alimentar animales?","Q95Ademas, acostumbran a separar desperdicios para echarlos a las plantas?","Q96Ademas, acostumbran a separar carton, latas o plastico para vender o regalar?","Q97De las siguientes problematicas medioambientales, cual cree que sea el mayor problema de la colonia? (Elija solo una)",Q97.1.1Other,Q98Conoce o ha escuchado hablar de Plan Estrategico de Juarez A.C.? SIN APOYO VISUAL,Q99Conoce o ha escuchado hablar de Plan Estratwgico de Juarez A.C.? CON APOYO VISUAL,Q100.1PEJ es una asociación apartidista y ciudadana,Q100.2PEJ es una organización con credibilidad,Q100.3PEJ es propositiva,Q101Sexo de la persona entrevistada,Q101.1.1Other,Q102Cual es su edad?,Q103Seleccione Rango de edad (con base en respuesta anteior),Q104Cuál es su ocupación?,Q105Cual es su grado de escolaridad?,Q106Recibe usted algun ingreso personal de algun tipo?,"Q107Por favor indique cual es el rango de su ingreso PERSONAL por semana. Si no percibe ingresos, dejar vacío.","Q108Si el ingreso PERSONAL dado es de un periodo diferente a la semana, anotar: (quincena, decena, veintena, mensual, bimestral, anual)",Q109Por favor indique cuál es el rango de su ingreso FAMILIAR por semana.,"Q110Si el ingreso dado es de un periodo diferente a la semana, anotar: Quincena, decena, veintena, mensual, bimestral, anual)",Q111Colonia,Q112Fue supervisado (acompañado durante la entrevista por un supervisor),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2023 15:09,11/7/2023 15:31,False,45976500,aemtablet14,3618,3,6,3,3,2,,,0,,,0,,,0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,1,,8,9,9,7,10,10,4,5,5,4,5,5,9,7,10,9,10.00,9,7,2,0,,9,3,2,0,,10,3,2,0,,7,7,8,2,0,,5,2,0,,7,6,6,5,1,1,9,No cuenta con bibliotecas,9,5,No hay espacios para personas con discapacidad en el area,4,5,5,5,la x,0,1,0,0,1,1,,,,,,,,,1,,,,,,,,,,,1,,,,,1,7,,,,,,,,,2,,,,,,,,,,4,7,,7,,1,2,,,3,6,8,7,5,7,2,1,2,2,3,,2,2,0,0,0,1,,65,4,2,4,1,1,,1,,consumidor,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2023 14:45,11/7/2023 15:05,False,45976501,aemtablet14,3618,3,6,3,2,1,6,,1,,,0,,,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,6,,,,,,,,,,,,,,8,10,9,7,8.00,8,7,2,0,,1,5,2,0,,8,3,2,0,,3,6,7,2,0,,1,2,0,,5,5,7,7,6,7,8,No cuenta con bibliotecas,7,4,2,3,5,5,5,la catedral,1,2,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,2,,,,,,,,,,2,,,,,,,,,,3,15,,14,,3,2,,,3,9,7,8,5,8,2,1,1,2,2,,2,2,0,0,0,1,,37,2,1,4,1,1,,1,,consumidor,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2023 14:49,11/7/2023 15:16,False,45976513,aemtablet23,3618,3,7,4,2,2,,,0,,,0,,,0,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,,,,,,,,1,,8,9,7,8,9,7,4,5,4,4,5,4,10,10,10,10,5.00,5,7,1,2,1,8,5,2,0,,8,3,2,0,,8,9,7,2,0,,5,2,0,,8,8,8,8,8,8,8,No cuenta con bibliotecas,8,8,7,4,3,3,3,momumento a juarez,2,2,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,2,,,,,,,,,,2,,,,,,,,,,4,5,,6,,1,2,,,3,1,8,8,6,8,1,1,2,1,5,,2,2,0,0,0,1,,63,4,2,5,2,0,,5,,col dura,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2023 15:16,11/7/2023 15:39,False,45976514,aemtablet23,3618,3,7,4,1,2,,,0,,,0,,,0,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,,,,,1,,,,5,,10,9,7,10,10,7,5,5,4,5,5,4,10,10,10,7,9.00,9,7,2,0,,10,5,2,0,,8,2,2,0,,9,10,8,2,0,,9,2,0,,10,9,8,8,8,8,7,No cuenta con bibliotecas,9,7,5,4,3,2,3,la x,2,1,1,0,0,1,,,,,,,,,1,,,,,,,,,,,1,,,,,1,7,,,,,,,,,2,,,,,,,,,,4,8,,5,,2,2,,,3,2,8,8,7,8,2,1,1,2,5,,2,2,0,0,0,2,,19,1,9,4,2,0,,2,,col duramgo,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2023 15:49,11/7/2023 16:16,False,45976516,aemtablet13,3618,3,1,2,2,1,8,,0,,,0,9,,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,4,,10,8,5,8,10,7,5,4,3,4,5,4,5,5,6,7,10.00,10,7,2,0,,8,3,1,1,8,7,2,2,0,,10,10,8,2,0,,2,2,0,,7,7,2,1,1,0,7,8,9,7,3,2,2,2,2,casa de juan gabriel,2,1,1,,,1,,,,,,,,1,,,,,1,,,,,,,1,,,,,2,,,,,,,,,,2,,,,,,,,,,2,7,,10,,1,2,,,1,5,3,2,2,10,2,2,2,1,2,,2,2,0,0,0,1,,26,1,2,2,2,0,,1,,durango,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2023 16:19,11/7/2023 16:38,False,45976517,aemtablet13,3618,3,1,3,1,1,10,,1,,,0,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,1,,10,10,10,10,10,10,5,5,5,5,5,5,10,10,10,10,10.00,1,7,1,1,5,10,3,1,1,10,5,1,2,0,,10,10,10,2,0,,1,1,2,1,10,10,0,0,0,1,10,8,10,10,10,4,2,1,4,monumento alas manos,2,2,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,2,,,,,,,,,,2,,,,,,,,,,4,5,,5,,1,2,,,3,4,10,10,10,10,2,1,1,2,2,,2,2,0,0,0,1,,58,3,2,11,2,0,,1,,durango,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2023 15:12,11/7/2023 15:30,False,45976521,aemtablet17,3618,3,2,1,3,2,,,0,,,0,,,0,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,,,,1,,,,,4,,6,8,9,9,2,2,3,4,5,5,1,1,6,6,6,8,8.00,8,7,2,0,,8,5,2,0,,8,2,2,0,,8,8,7,2,0,,7,2,0,,6,6,4,4,3,4,4,No cuenta con bibliotecas,No cuenta con centros comunitarios,3,No hay espacios para personas con discapacidad en el area,4,4,4,4,la x,0,2,,,,2,,,,,,,,,,,,,1,,,,,1,,,,,,,2,,,,,,,,,,2,,,,,,,,,,2,5,,2,,1,2,,,1,2,2,2,5,10,2,2,2,2,2,,2,2,0,0,0,2,,66,4,1,7,2,0,,2,,durango,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2023 14:48,11/7/2023 15:09,False,45976522,aemtablet17,3618,3,1,2,3,2,,,0,,,0,,,0,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,,,,,,,,1,,6,,5,,,10,3,,3,,,5,10,9,7,10,10.00,10,7,2,0,,10,5,2,0,,10,3,2,0,,6,6,10,2,0,,3,2,0,,4,5,5,0,1,1,8,No cuenta con bibliotecas,7,8,3,4,3,5,5,la x,1,2,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,4,1,,3,,2,2,,,2,9,5,8,3,10,1,1,1,1,1,,2,2,0,0,0,1,,44,2,1,4,2,0,,2,,durango,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2023 16:22,11/7/2023 16:40,False,45976537,aemtablet6,3618,3,9,1,3,2,,,0,,,0,,,0,0,1,1,1,2,1,1,2,2,1,2,1,1,2,2,,,,,1,,,,5,,5,8,10,10,5,8,3,4,5,5,3,4,9,9,10,10,2.00,8,7,1,1,10,10,5,2,0,,10,3,2,0,,10,9,8,2,0,,8,2,0,,1,8,8,8,8,8,8,8,5,8,5,4,4,4,4,Chamizal,0,1,2,0,0,2,,,,,,,,,,,,,1,,,,,,,,,,,,1,9,,,,,,,,,1,8,,,,,,,,,4,2,,7,,1,2,,,3,2,7,5,10,9,2,1,1,1,4,,1,0,1,2,2,1,,55,3,1,12,1,19,,19,,durango,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2023 15:51,11/7/2023 16:13,False,45976538,aemtablet6,3618,3,9,2,1,1,9,,1,9,,1,9,,1,1,2,1,1,2,2,1,1,1,1,1,1,2,2,1,,,1,,,,,,3,,8,8,8,7,8,9,4,4,4,4,4,5,10,9,9,10,10.00,10,7,2,0,,8,5,1,1,8,10,3,2,0,,8,9,9,2,0,,7,2,0,,8,8,1,1,1,1,1,8,8,7,7,4,4,2,2,el lumbral,1,1,3,3,0,1,,,,,,,,1,,1,,,1,,,,,,,1,1,,,,1,8,,,,,,,,,2,,,,,,,,,,4,2,,8,,1,2,,,3,2,8,8,8,8,2,1,2,1,3,,2,2,0,0,0,1,,27,1,1,6,1,1,,3,,durango,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2023 9:31,11/8/2023 9:51,False,45979146,aemtablet23,119,3,7,5,1,2,,,0,,,0,,,0,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,,1,,,,,,,2,,8,8,6,8,9,10,4,4,3,4,5,5,9,7,8,7,10.00,10,7,1,1,10,10,5,2,0,,8,3,2,0,,8,8,10,2,0,,6,2,0,,7,11,0,0,0,0,7,No cuenta con bibliotecas,8,7,No hay espacios para personas con discapacidad en el area,4,3,3,3,la x,2,2,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,2,,,,,,,,,,2,,,,,,,,,,4,6,,5,,3,2,,,3,3,8,8,7,9,2,1,1,2,5,,2,2,0,0,0,2,,39,2,3,7,1,4,,5,,aldama,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2023 9:54,11/8/2023 10:12,False,45979148,aemtablet23,119,3,7,2,3,2,,,0,,,0,,,0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,1,,10,10,10,10,10,8,5,5,5,5,5,4,10,10,9,8,9.00,9,7,2,0,,9,5,2,0,,10,3,2,0,,10,10,10,2,0,,7,2,0,,8,11,0,0,0,0,8,No cuenta con bibliotecas,8,4,No hay espacios para personas con discapacidad en el area,4,4,3,3,parque benito juarez,0,2,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,1,10,,,,,,,,,2,,,,,,,,,,4,5,,2,,1,2,,,3,2,8,8,1,10,1,2,2,1,5,,2,2,0,0,0,1,,75,4,1,1,1,2,,1,,igmacio aldama,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
